comment_id,Comment,abuse_type,platform,lang,cur_emotion,final_emotion,final_polarity,is_correct?,notes
C00204,ভালো করে খোঁজ নিয়ে দেখেন তাঁরা কেউই তাদের সন্তানদেরকে নৈতিকতার বা দ্বীনি শিক্ষা দেইনি .. এবং নিজেদের আয় ও হালাল অর্থ উপার্জনের ব্যাপারে উদাসীন ছিলেন.. তাই তাদের আজ আকাশ ভরা তারা ।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01531,"এই মহিলা খুব চালাক। এবং তার জন্য ফ্যামিলি ঝামেলা আসে, কারণ তিনি তার জামাই কে কু পরামর্শ দিয়ে,সম্পত্তি আত্মসাত করে..যার সূত্র থেকে আজ এই করুন পরিনতি।  আমি একজন এই এলাকার জনগণ 😊",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01622,কুরআন হাদীস নিয়ে ব্যস্ত থাকেন আপনি সফলতা অর্জন করতে পারবেন অবশ্যই।ব ই পেপার দিয়ে নিজেকে না জরিয়ে আল্লাহর পথে আসুন। ছেলেমেয়ে দের ইসলাম শিক্ষা দিলে হয়তোবা এতো খারাপ হতো না।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00354,বড় উচ্চ শিক্ষিত বানানোর আগে যদি ধর্মীয় শিক্ষা দিত ও শেষ বয়সে বৃদ্ধাশ্রমে যেতে হতো না তার ইঞ্জিনিয়ার হতে কোন বাধা নাই ছোটবেলা ছেলেমেয়েদেরকে ধর্মীয় শিক্ষাটা গুরুত্বপূর্ণ।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00424,বৃদ্ধাশ্রমে যারা আছে সবাই শিক্ষিত। কিন্তু সন্তানদেরকে দীনি শিক্ষা দেয়নি ভবিষ্যতে সুখে থাকার জন্য। দীনি শিক্ষাকে হেও করতো। এখন যা পাচ্ছে এটা তাদের কামাইর ফসল। দুঃখের কিছু নাই,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00293,"31বছর এখানে এত দিন কেন, আপনি তো সচেতন মানুষ  তখন তো বয়স কম ছিলো, আমার মনে হয় তাহার জীবন সাথে তাকে কখনোই ভালো বাসি নি,তাহলে সে একা কেন, পরিবারের আর কারো কি কোন কিছু করার নেই।",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00016,অবৈধ টাকা দিয়ে ছেলে সন্তানকে মানুষ করেছে ইঞ্জিনিয়ারিং বড় চাকরি করেছেন টাকা দিয়া কেমন কেমন দ্বারা জিজ্ঞাসা করবে শরীয়ত লিখতে হয়ে যাবে ভুগতে হবে আপনার এবং আপনার সন্তানের,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00253,"এটাও একটা অভিশাপ, কারণ যৌবনে আপনারা অহংকার ও গরীব দের ঘৃণা করতেন, শুধু উচুতে উঠতে চেয়েছেন, আল্লাহ এগুলো দেখেন, আর দুনিয়তে এর একটা বিচার করেন, আল্লাহ সবাইকে মাফ করুন আমিন ❤",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00289,হাদিসে বলা হয়েছে... দ্বীন এলেম শিক্ষা করা প্রত্যেক মুসলমানের উপর ফরজ... উনাদের দেখে মনে হয়... ওনাদের সন্তানদের দ্বীনি শিক্ষা দেননি... শুধু দুনিয়াবি শিক্ষাই দিয়েছেন...,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00211,আল্লাহ সবাইকে মাফ করুক। এরা ওই ধরনের লোক যারা সন্তান্দের নিয়ে ঢাকায় থাকে। আত্নীয় দের সাথে কোন কানেকশন নেই। রিলিজিয়াস কোন একটিভিটিস নেই। অবশ্যই  অন্য অনেক কাহিনী ও আছে।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00032,"ওই টাকা আপনি কোথায় পেয়েছেন হে, জোয়ান কালে, পরের হক মেরে,  এবং দুর্নীতি করে করে, সেই টাকা দিয়ে,  ছেলে মেয়েকে লালন পালন করেছেন,  সেখানে আর ভালো কিছু আশা করা যায় 2:38",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00656,আমার মনে হয় ইনারা যুবক বয়সে ছেলেমেয়েদের সময় দেন নি।তাই তারাও আজ সময় পাচ্ছেন না।আমি আমার পিতামাতাকে অনেক ভালবাসি কিন্তুু আমার পিতামাতা আমাকে ততোটাই অবহেলা করেছেন।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00677,"বেশিরভাগ মানুষ সুধের সাথে জড়িত আর সুদ নেওয়া মানে আল্লাহর সাথে যুদ্ধ করা, সুদ কে না বলুন অন্যের হক কখনোই ধ্বংস করবেন না তাহলে ইনশাআল্লাহ এই পরিণতি হবে না।",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01155,আমার মনে হয় রাজ গরিবদেরকে সহজ সহযোগিতা করেনি এজন্য আল্লাহ তাদেরকে এই পরীক্ষা করিতেছে তাদের অপরাধ আছে তারা কেন পুলিশকে জানায়নি আইনকে আইনের আশ্রয় নেয় নাই,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00198,অবৈধ টাকা পয়সায়  ছেলে মেয়ে মানুষ করলে এমনটাই হয়। আমারা দিন এনে দিন খাই তারপর ও মা বাবা কে মাথায় করে রাখি কারন বাবা মা অনেক কষ্ট করে আমাদের লালন পালন করছে,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00257,হে আল্লাহ মাফ করে দাও এগুলা কর্মের ফল সমাজসেবা অধিদপ্তরের মহিলাকে দেখে মনে হচ্ছে চুলের যে ভাব এখনো আপনার ছেলে মেয়ের অবস্থা তো এর চাইতেও বেশি ভয়ানক হবে,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00692,এই বুড়া চাচাকে কঠিন শাস্তি দেওয়া হউক কারন সে কেনো তার এপার্টমেন্ট বিক্রি করে না  বুড়ো হয় তো এপার্টমেন্ট বিক্রি করবে না হয়তো কোনো মসজিদে ওয়াকফা করে দিবে,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00331,সব দোষ বুড়া গুলোর। এরা নিজেরা নিজের সব দিয়ে দেয়। তারপর সন্তানকে ভালো মানুষ করতে পারে না। যৌবনে এরা সন্তানকে  মানবিক হতে িতো না। ধনী গরিব বেদাবেদ করতো,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01609,"কোন ছেলেই চায়না বাবা মা কে বৃদ্ধাশ্রমে রাখার কিন্তু ওই যে কিছু নষ্ট বউয়ের কারণে বাধ্য হয়, ৯০% নারীদের কারণে সংসারে অশান্তি নষ্টদের কে আমি ঘৃণা করি",Neglect,YouTube,bengali,Victim-blaming,Anger/Condemnation,Negative,,"Lamia audit: condemns abuser/3rd party, not victim"
C01129,এই বৃদ্ধ ডাঃথাকা অবস্থায় না জানি কত অন্যায় সুবিধা নিয়েছিল কে জানে ঔষধ কোম্পানি থেকে ভালো করে অসহায় রোগীদের চিকিৎসাও করেনি তাই সে আজকে বৃদ্ধাশ্রমে।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01274,"খুব দু:খজনক।  কিন্তু এমন ছাগলামি কি কেউ করে৷  যতই ভাই হোক,  বোন কিংবা মা বাবা হোক নিজের নামে ত কিছু রাখবে।  এমন আহাম্মকের কাজ কি কেউ করে৷  💔🤦‍♂️",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01491,এখানে অনেক জন না বুঝেই কমেন্ট করছে। এখানে ছেলেদের কোনো দোষ নেই। বাবা নিজে এর জন্য দ্বায়ি। উনি যে কাজ করছে তাতে উনার দুনিয়া আখিরাত দুটোই শেষ।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00682,1%হলেও নিজের জন‍্য রাখতে হয়। আপনি  রাখেননি কেন।  আজ এই পরিস্হিতির জন‍্য আপনি ই দায়ী। পশু সন্তান  কখন ও ভাবে না একদিন আমার ও এই পরিস্হিতি হবে।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00434,"মিথ্যা কথা,সুশিক্ষিত করলেকি,,বাবা/মা'কে, দেখাশুনা করবেন,না,বিবাহিত জিবীন শুরু, ওদেরঅত্যাচার,বেড়েযাই,তখনই সন্তানেরা,বাধ্যহয়,বাবা,মাকেঘৃনাকরতে",Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00344,"এরকম শিক্ষা দিয়ে কি হবে,যারা উচ্চ শিক্ষিত হয়েছে ঠিকি কিন্তু পকৃত পক্ষে শিক্ষা তাদের মনুষ্যত্বের কোন উন্নতি ঘটায়নি,এমন শিক্ষা দিয়ে কি হবে,,",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01479,কান্নাকাটি দেখে কষ্ট লাগছে কিন্তু সন্তানকে এমন শিক্ষা দেওয়াও পিতা মাতার দ্বায়িত্ব। ধর্মের শিক্ষা না দিলে অতি আধুনিক শিক্ষার পরিনতি এমনই হয়,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01075,উনি উনার শাশুড়ির সাথে কেমন ব্যাবহার করছে উনার যৌবনের সময় জানতে ইচ্ছে করে। উনার সন্তানরা অবশ্যই বুড়া বয়সে এই দুর্যোগ পোহাবে ইনশাআল্লাহ,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01071,"অসহায় মায়ের প্রতি সালাম ও সম্মান রেখে বলছি,  আপনি যদি আপনার সন্তান দের ইসলামি শিক্ষায় শিক্ষিত করতেন তবে আজকে আপনাকে এই দিন দেখতে হতো না।",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00534,তোমার যখন ছিল তখন তুমিও মানুষকে এই খিদার কষ্ট কে কষ্ট মনে করত না তোমার স্বামী হারাম রিজিক দিয়ে ছেলেদের রক্ত গঠন করেছে তাই আজ এই অবস্থা,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00237,এজন্য প্রত্যেক বাপ-মার আগের দিন ইসলাম শিক্ষা পরে অন্য শিক্ষা সন্তানের কে দ্বীনের শিক্ষা দিয়া দিনশেষে সেটা হবে বাপ মায়ের জন্য কল্যাণকর,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01235,এর জন্য মা বাবারা দায়ী।ইসলাম শিখায় জার সম্পত্তি ইনকামের মালিক সে।কিন্তু তারাই শিখায় ভোগ করা।তাদের জন্য অনেক সন্তান ঠকেও কিছু  বলে না।।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01136,আমার মতে এরা সন্তানদেরকে দ্বীনি শিক্ষা দেইনি হুজুররা দীন এলেম শিক্ষার কথা বললে এই সমস্ত লোকেরা অনেকেই বলে মাদ্রাসায় পড়ে কি লাভ হবে,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00223,তাদের এরকমই হবার কথা ছিল বাংলাদেশের সরকারি কর্মচারী কর্মজীবীরা তারা জনগণের পয়সা মেরে খায় দুর্নীতি করে এজন্যই তাদের আজকের এই অবস্থা,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00381,"এই বৃদ্ধটাও তার পিতা মাতার সাথে এমন কোন ব্যাবহার করছে, যার কারণে তার আজ  এমন।না বুঝি দুনিয়া না বুঝি তোমায়, আমার কি দোষ খালি পাপ জমাই",Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01282,"ভদ্রলোক গণিতে কাচা, আর একটা বাণীর কোন অল্টারনেটিভ নেই "" বোকাদের জন্য এই পৃথিবী না"" বিশেষ করে বাংলাদেশের জন্য তো এটা ১০০ থেকে ১০০...",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00218,"এনাদের সন্তানেরা বড় প্রতিষ্ঠানে পড়েছে,প্রতিষ্ঠিত হয়েছে,প্রচুর অর্থের মালিক হয়েছে কিন্তু মনুষ্যত্বস্বম্পন্ন প্রকৃত মানুষ হতে পারেনি।",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00049,"বাবা, মায়ের দরকার সন্তানদের সুশিক্ষায় শিক্ষিত করা দরকার। ভালো মানুষ বানানো উচিত জিপিএ ফাইভ এর দরকার নাই। ভালো মানুষ হওয়া দরকার",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01399,অযোগ্য শিক্ষক। তার সন্তান দের নৈতিক শিক্ষা দিতে পারেনি। তার জামাইয়রা লোভী। সত্য তা  যাচাই করে বিচারের আওতায় আনা উচিত। ধন্যবাদ।,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00993,"Deen islam shiqqa diya shontak ke tulle insha Allah ma baba duniya shanti or akhir shanty, bangldeshe shudu jomin jaga, shompot",Abandonment,YouTube,latin,Victim-blaming,Neutral-Other,Negative,,
C00357,কেমন মানুষ করেছে এইটা উনাকে দেখলেই বুঝা যায়।৮৬বৎসর বয়সেও গোফের যে সাইজ আর যৌবনে কেমন ছিল আর ছেলে মেয়েদের কেমন মানুষ করেছে?,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00405,"How mentally he tortured his sons,do you know that?It needs two hands in order to make a clap.Don't judge him by it's cover.",Verbal Abuse,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00212,"যৌবন কালে গরীবদের ঘৃনা করতেন, সন্তানদের ইসলামের সুন্দর শিক্ষা দেন নাই। এগুলো নিজের কাজের ফসল।আল্লাহ পাক সবাইকে ভালো রাখুক।",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00446,এখানে একটা বিদ্যালয় ও গরিবের বাবা মা নাই এজন্য ছেলের জন্য বস্তা ভরে টাকা না রাখে তাকে সুশিক্ষায় শিক্ষিত করেন অভাব শেখান,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00860,ছেলে  একটা  জানোয়ার।  কোন সন্দেহ  নেই। কিন্তু  খোঁজ  নিয়ে  দেখেন  মা  তার  যৌবন এ  তার শাশুড়ি র  কতটা  সেবা  করে ছিল ?,Physical Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00235,ইসলাম ও ঈমাণ থেকে যে যতটুকু সরে যায় সে ততটুকু নিঃসঙ্গ হয়ে যায়। দুঃখের বিষয় এই সময়ে এসেও উনারা এই উপলব্ধিটা করতে পারছে না।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01133,সব দোষ ওইসব বাবা-মাদের যারা সন্তানদেরকে ইসলামী শিক্ষায় শিক্ষিত করে না না করার কারণে শেষ বয়সে এসে বৃদ্ধাশ্রম কাটাতে হয়,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00227,হারাম উপার্জন করলে সেটা সন্তানদের উপর প্রভাব ফেলে। আল্লহর অবাধ্যতা করলে আল্লাহ সন্তান ও গবাদি পশুদেরও অবাধ্য করে দেন।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00407,সন্তানদের কোরআন এবং হাদিসের শিক্ষা না দিলে বয়সের শেষ প্রান্তে এসে এমন লান্চনার শিকার হতে হবে।এটা অস্বাভাবিক কিছুই নয়।,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00287,"বৃদ্ধা আশ্রমে যদি থাকতে না চান শেষ বয়সে, তাহলে সন্তানদেরকে প্রথম থেকেই অর্থাৎ বাচ্চা বয়স থেকেই ধর্মীয় শিক্ষা দিন।",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00690,"যাকাত দাও নাই, ছেলে মেয়েকে ইসলামি শিক্ষাও দেওনাই। আর এতো কিছুর পরেও নিজের সম্পদ দান করবেনা, সব ছেলে মেয়েদেরই দিবেন।",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00299,"ওনি নিজেও মানুষ না,  ওনার ছেলে মেয়েদেরও মানুষ করতে পারেন নাই 👍উনার কথা ভালোভাবে শুনলে, উনারেও ভালো মানুষ মনে হয়না 👍",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00555,কেন এই লোকের কি ভাইভাতিজা নাই যখন ইনকাম করছে তখন আত্মীয়-স্বজনকে  চিনে নাই এখন বৃদ্ধ বয়সে নিতে হয় পুলিশের সাহায্য,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00011,আমি বলছি সন্তানদের দোষ নয় যে মা বাবা দুনিয়ার লোভে পরে ছেলে মেয়েদের দুনিয়া শিক্ষা দিয়েছে এদের দোষ যেমন কর্ম তেমন ফল,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00245,যাদের জীবনে এমন ঘটনা ঘটছে তাদের অতীত জীবন নিয়ে একটু ভেবে দেখো তোমরা😂😂😂এরাও তাদের অতীতে এমন ইতিহাসের স্বাদ আছে😅😅,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00714,Koster bisoi briddsrome thaka odhikangsoi valo familyr manush uccho sikkhito. Othocho tader shontanera amon aha,Abandonment,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C01670,উচ্ছৃংখল মায়ের উচ্ছৃংখল সন্তান জন্ম দেওয়াই পিতার জন্য অভিশাপ। আইন তার সিদ্ধ হস্ত দমন করুক এই কিশোর গ্যাংদের।,Physical Abuse,Facebook,bengali,Victim-blaming,Victim-blaming,Negative,,
C00843,সন্তান দের ছোট বেলায়  পারিবারিক ও ইসলামি শিক্ষা দিতে পারেন নি মনে হচ্ছে আমার। নতুবা এ রকম অবস্থা হওয়ার কথা নয়।,Physical Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00207,এদের নিজেদের ব্যাবহারে কারনেই এরা এখানে। এরা মিলে মিশে থাকতে পারে না বলেই আজ এরা পরিবার ও আত্মীয়দের থেকে দুরে।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01292,"আসলে উনি মানুষিক রুগী.. তাছাড়া এমন হওয়ার কথা না....আপনি স্বাভাবিক বুদ্ধিমান হলে, কেউ সব মেরে খেতে পারবে না...",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00356,"★ রিটায়ার্ডের ৫ বছর পরে বুঝতে শিখেছে। ★ সরকার বন্ধ করে দাও, সরকার মানেই টাউড, এরা যে অযোগ্য অসৎ 420 বুঝেই না।",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00314,"এমনতো হতে পারে ওনিও ওনার বাবা-মায়ের সাথে এমন কিছু করেছে, তার জন্য ওনার ছেলেও এমন করছে,তবে আল্লাহ ভালো জানে,,",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00015,আপনার ৫৪ লক্ষ টাকা দিছেন আপনি কয় টাকা স্যালারি পাইছেন আবার কান্দেন মানুষের হক নষ্ট করেছেন এভাবে যারা করেছে।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01221,ইংলিশ মিডিয়াম স্কুলের ছেলেদের পড়িয়েছ সুখে থাকার জন্য কিন্তু যদি একটা মসজিদের ইমাম বানাতে এমন দুঃখ হতো না,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00862,Kuno alim (mawlana)r ma Baba biddasrom a takena..ojotne takena.....shontander dini shikkay shikkitw korun..,Physical Abuse,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C01148,"আমাদের সমাজে নৈতিক শিক্ষা, সামাজিক শিক্ষা , পারিবারিক শিক্ষার আর ধর্মীয় শিক্ষার অভাবে আজ এই ভয়াবহ অবস্থা।",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01518,"উনি সঠিক  কাজ করেন নি,বএক ছেলেকে ভালোবেসে  সমস্থ সম্পত্তি  দিয়েছে। বাবাও ঠিক  করে  নাই, ছেলেরাও কুলাঙ্গার।",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00254,বড় বড় প্রতিষ্ঠানে পড়ে তারা ডিগ্রী  অর্জন করে মানুষ হয় না।কারণ  সেখানে  আধুনিক করে তোলে। ধার্মিক করে না।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00833,আর এরকম লোকজন এর এরকম হওয়াই উচিত জিবন দশায় জমি জায়গা লেখে দিবার কি দরকার মরে গেলে যে যার ভাগ আইনে দিবে,Physical Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01032,টাকা ইনকাম করার জন্য সব  শিক্ষা দিয়েছ। মানুষ হওয়ার শিক্ষা দিতে পারেনি। বৃক্ষ তোমার নাম কি ফলেই পরিচয়।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01586,"যেভাবে সন্তান মানুষ করছে, সেভাবেই তারা বড় হইছে। সারাজীবন ইনকাম করছে, ছেলেদের কুরআন শিক্ষা কতোটুকু দিছে?",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01575,নিজের সম্পত্তি কি করেছেন উনি?এক ছেলে কে লিখে দিয়ে সে নিজেই বেঈমানি করেছে আর তার ফল হাতে নাতে পেয়েছে।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00020,"জীবনে প্রচুর ঘুস খাওয়ার ফলাফল, কিছুই করার নেই। ঠিক এই ভাবেই সাধারণ মানুষদের চোখ দিয়ে পানি ছড়িয়েছে।",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01461,মেয়েরা বলে বাবা প্রিয় হয় উনি  একজন শিক্ষক উনার মেয়েদেরকেই শিক্ষা দিয়ে ভালো মানুষ বানাতে পারেন নাই,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00335,Kormer fol hoyto....unar otit ta ekto ghete dekhen...dekhben uni o unar maa Babar Sathe emon koresen.,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00221,"যেমন কর্ম তেমন ফল এটা হওয়াটাই স্বাভাবিক। কারণ এরা ধর্মীয় শিক্ষা দেয় নাই, তাহলে ওইটা আশা করে কিভাবে",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00721,এই মূরূববি খরচ বাচাতে এখানে থাকে অনেক চালো ওনাকে বলেন ফালাট বিক্রি করে বৃদদা আচরমে দিতে  ওনি দিবে না,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01713,আলহামদুলিল্লাহ। পরের পরিবারের উপর জুলুম যেমন শিখানো হইছে তা করছতেছে এখন।।পাপ বাপকে ছাড়েনা।প্রমানিত।,Physical Abuse,Facebook,bengali,Victim-blaming,Victim-blaming,Negative,,
C01254,ইংলিশ মিডিয়ামে না পড়িয়ে যদি সাধারণ স্কুল অথবা মাদ্রাসায় পড়াতো তাহলে আজ এই পরিণতি দেখতে হতো না।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00928,আজকে যদি ছেলেদের মাদ্রাসার পড়া লেখা করিয়ে আলেম বা হাফেজ মাওলানা বানাতেন তাহলে এমটা কখনো হতে না।,Physical Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00240,সন্তানরা পড়ালেখা করে ডিগ্রী পাইছে। অথচ মানুষ হতে পারেনি। বড়ই আফসোস আল্লাহ পাক হেদায়েত দান করো।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00387,বাংলাদেশের বৃদ্ধাশ্রম বন্ধ করা উচিত৷ সাথে সাথে সন্তানদেরকে ইসলামিক শিক্ষাদানের শিক্ষিত করতে হবে ❤,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00661,ধন্যবাদ চাচা আপনার বাড়িতে আপনার জায়গা হবে না এটা তো স্বাভাবিক বাঁশি আছেন আল্লাহ আল্লাহ করে জান,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00322,Kiser jai dekhen oder poriber islamkay pisondho korto na.ekhun dunia o akhwrat a lanot piresay.,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C01595,ছেলে মেয়েদের বেশি উচ্চশিক্ষিত করার এর পরিণাম..তখন আর তাদের কাছে সম্মান শ্রদ্ধা ভালবাসা থাকে না,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00190,এই কারণে লোকে বলে ছেলে মেয়েকে শিক্ষিত করেন এমন শিক্ষিত করবেন না যারা ভবিষ্যতে আপনাকে দেখবে না,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00343,এটা একটা বুইড়া খাটাস নিজের জীবনের সাথে মিলিয়ে সন্তানদের গঠন করেছে তার সুফল ৩০বছর ধরে ভোগ করছে।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01565,"প্রতিটি ঘরে এমন বাবা-মা আছে যারা এক সন্তানকে ভালোবাসে অন্যদেরকে ঠকায়, পরে এই পরিনতি দেখতে হয়",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01197,হালাল ভাবে ইনকাম করে ছেলে মেয়েদের মানুষ করতে পারে নি।হালাল ইনকাম করুন ছেলে মেয়েরা মানুষ হবে।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00495,শশুর শাশুড়ির সাথে কেমন ব্যবহার করেছেন। তার ফল নয় তো!  তারপরেও অভিশাপ আপনার এই সন্তানদের উপর,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00236,সারাজীবন বদমায়েশী করে কাটিয়েছে৷ সন্তানদের ধর্মীয় মূল্যবোধ শেখায়নি৷ নিজের পুটকি নিজেই মেরেছে৷,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00284,চারুকলা  শিল্পীদের মধ্যে অধিকাংশই হয় ইসলামবিদ্বেষী এই জন্য তাদের কপালে অনেক দুঃখ থাকতে পারে,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01555,বাবা মায়েরও উচিত সন্তানকে ইসলামি শিক্ষায় শিক্ষিত করা। নয়তো বুড়া বয়সে বৃদ্ধাশ্রমেই থাকতে হবে।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00333,ইনি ঘাড়তেড়া খুব।কথাবার্তা শুনে বোঝা যায়।হয়তো সংসারে সন্তানদের সাথে অশান্তি করে তাই এখানে,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00352,আপনার মাধ্যমে জানতে চাই তার বাপ মাকে সে দেখেছেন যদি দেখেন তাহলে তার এই অবস্থা হওয়ার কথা না,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01589,প্রথম আলোর মতিরা তো এদেশে এমন সন্তান তৈরীতে ব্যস্ত।  ধর্ম শিক্ষা না দিলে যা হওয়ার তাই হবে 😢,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01611,বাবার ওইটুকু কথা হজম করে বাসা ফিরে যাওয়া উচিত ছিল এটাও বাবার কর্তব্য। যদিও ছেলেও ভুল করেছে,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00202,খোজ নিয়ে দেখেন উনারা উনাদের বাবা মা শশুর শাশুড়ীর সাথে কি আচরণ করেছেন? এটা এক প্রকার কর্মফল।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
